,neuron_idx,ctrl_cell_class,damgo_cell_class,gnap01_cell_class,gnap03_cell_class,gnap05_cell_class,damgo_gnap01_cell_class,damgo_gnap03_cell_class,damgo_gnap05_cell_class,num_exc_inputs,num_inh_inputs
0,0,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
1,1,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
2,2,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,0.0
3,3,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
4,4,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,0.0
5,5,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,0.0
6,6,tonic,burst,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
7,7,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
8,8,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
9,9,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
10,10,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
11,11,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
12,12,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
13,13,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
14,14,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,1.0
15,15,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,0.0,0.0
16,16,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,1.0
17,17,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,2.0
18,18,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,1.0
19,19,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,0.0
20,20,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,1.0
21,21,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,8.0,1.0
22,22,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
23,23,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,2.0
