,neuron_idx,ctrl_cell_class,damgo_cell_class,gnap01_cell_class,gnap03_cell_class,gnap05_cell_class,damgo_gnap01_cell_class,damgo_gnap03_cell_class,damgo_gnap05_cell_class,num_exc_inputs,num_inh_inputs
0,0,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,0.0,1.0
1,1,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,1.0
2,2,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,2.0
3,3,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
4,4,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,0.0,0.0
5,5,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
6,6,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
7,7,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,2.0
8,8,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
9,9,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
10,10,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
11,11,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
12,12,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,1.0
13,13,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,0.0
14,14,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,1.0
15,15,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
16,16,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
17,17,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,0.0
18,18,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,1.0
19,19,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,2.0
20,20,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
21,21,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,2.0
22,22,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,1.0
23,23,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,2.0
24,24,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,0.0
25,25,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
26,26,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
27,27,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,2.0
28,28,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
29,29,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,0.0,1.0
30,30,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,1.0
31,31,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
32,32,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,0.0
33,33,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,5.0,1.0
34,34,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
35,35,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,0.0
36,36,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
37,37,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
38,38,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
39,39,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,2.0
40,40,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
41,41,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,1.0,0.0
42,42,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
43,43,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,5.0,2.0
44,44,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,1.0
45,45,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
46,46,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
47,47,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
48,48,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,1.0,1.0
49,49,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
50,50,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,2.0
51,51,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
52,52,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
53,53,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
54,54,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
55,55,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
56,56,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
57,57,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,3.0
58,58,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
59,59,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,1.0,0.0
60,60,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
61,61,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
62,62,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
63,63,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,1.0
64,64,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,1.0
65,65,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,4.0,0.0
66,66,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,2.0
67,67,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,1.0
68,68,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
69,69,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
70,70,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
71,71,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,2.0
72,72,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
73,73,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,4.0,1.0
74,74,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,1.0
75,75,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,0.0
76,76,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,5.0,1.0
77,77,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
78,78,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
79,79,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
80,80,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
81,81,tonic,quiescent,tonic,tonic,tonic,tonic,burst,burst,1.0,0.0
82,82,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,1.0
83,83,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
84,84,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
85,85,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
86,86,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
87,87,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,1.0
88,88,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,0.0
89,89,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,0.0
90,90,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,0.0
91,91,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
92,92,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
93,93,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
94,94,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,3.0,1.0
95,95,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,8.0,1.0
96,96,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
97,97,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
98,98,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
99,99,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,2.0,0.0
100,100,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,1.0
101,101,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
102,102,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
103,103,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
104,104,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,0.0
105,105,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,2.0
106,106,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
107,107,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,1.0
108,108,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
109,109,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,0.0
110,110,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
111,111,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,4.0,0.0
112,112,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,6.0,0.0
113,113,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
114,114,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,2.0
115,115,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
116,116,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,3.0
117,117,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
118,118,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,1.0
119,119,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
120,120,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,2.0
121,121,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,8.0,1.0
122,122,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,0.0
123,123,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,0.0
124,124,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
125,125,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,5.0,1.0
126,126,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
127,127,burst,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
128,128,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
129,129,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
130,130,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,3.0
131,131,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
132,132,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,5.0,1.0
133,133,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
134,134,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
135,135,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,0.0
136,136,tonic,burst,tonic,tonic,tonic,burst,burst,burst,0.0,1.0
137,137,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
138,138,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
139,139,tonic,burst,tonic,tonic,tonic,burst,burst,tonic,4.0,1.0
140,140,tonic,tonic,tonic,tonic,tonic,burst,burst,burst,2.0,2.0
141,141,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,2.0
142,142,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,0.0
143,143,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
144,144,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
145,145,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
146,146,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,2.0
147,147,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,1.0
148,148,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
149,149,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
150,150,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,6.0,0.0
151,151,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,0.0
152,152,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,2.0
153,153,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
154,154,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
155,155,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
156,156,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
157,157,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
158,158,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,0.0
159,159,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,0.0
160,160,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,2.0
161,161,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
162,162,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,0.0
163,163,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,3.0,0.0
164,164,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,2.0,0.0
165,165,tonic,quiescent,tonic,tonic,tonic,tonic,burst,burst,3.0,1.0
166,166,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,0.0,1.0
167,167,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
168,168,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
169,169,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,0.0
170,170,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
171,171,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,0.0
172,172,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,0.0,0.0
173,173,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
174,174,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
175,175,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,1.0
176,176,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,3.0,3.0
177,177,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
178,178,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
179,179,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
180,180,burst,quiescent,burst,tonic,tonic,quiescent,burst,burst,3.0,1.0
181,181,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,2.0
182,182,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,0.0
183,183,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,4.0,0.0
184,184,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,0.0,1.0
185,185,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,0.0
186,186,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,1.0
187,187,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
188,188,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,3.0,0.0
189,189,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,0.0
190,190,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,1.0
191,191,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
192,192,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,0.0
193,193,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
194,194,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,6.0,0.0
195,195,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,1.0
196,196,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,4.0,0.0
197,197,quiescent,quiescent,burst,burst,burst,quiescent,quiescent,burst,1.0,0.0
198,198,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
199,199,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
200,200,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,3.0,3.0
201,201,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
202,202,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,1.0,0.0
203,203,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,1.0,0.0
204,204,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
205,205,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,2.0,2.0
206,206,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,0.0
207,207,burst,quiescent,burst,tonic,tonic,quiescent,quiescent,burst,1.0,0.0
208,208,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,1.0
209,209,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,1.0,0.0
210,210,tonic,quiescent,tonic,tonic,tonic,quiescent,quiescent,burst,4.0,0.0
211,211,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,tonic,2.0,0.0
212,212,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,4.0,1.0
213,213,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,2.0,1.0
214,214,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,0.0
215,215,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,1.0,1.0
216,216,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,0.0
217,217,burst,quiescent,burst,burst,burst,quiescent,quiescent,burst,0.0,1.0
218,218,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
219,219,tonic,quiescent,tonic,tonic,tonic,burst,burst,burst,3.0,2.0
220,220,tonic,burst,tonic,tonic,tonic,burst,burst,burst,2.0,1.0
221,221,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,7.0,0.0
222,222,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,burst,0.0,3.0
223,223,burst,quiescent,tonic,tonic,tonic,quiescent,burst,burst,2.0,1.0
224,224,quiescent,quiescent,quiescent,quiescent,burst,quiescent,quiescent,quiescent,1.0,2.0
225,225,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,0.0
226,226,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
227,227,burst,quiescent,burst,burst,burst,quiescent,quiescent,burst,4.0,2.0
228,228,tonic,quiescent,tonic,tonic,tonic,quiescent,burst,burst,4.0,1.0
229,229,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,0.0
230,230,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,2.0,1.0
231,231,quiescent,quiescent,quiescent,burst,burst,quiescent,quiescent,quiescent,3.0,3.0
